wikidata_iri,name,depth,wikipedia_page_id,wikipedia_url
wd:Q23382,Cognitivism (psychology),4,313565,https://en.wikipedia.org/?curid=313565
wd:Q2349659,Collaborative learning,4,665948,https://en.wikipedia.org/?curid=665948
wd:Q432197,Collective intelligence,4,20756850,https://en.wikipedia.org/?curid=20756850
wd:Q238053,Collision,4,40898,https://en.wikipedia.org/?curid=40898
wd:Q1333872,Combinatorial optimization,4,420555,https://en.wikipedia.org/?curid=420555
wd:Q76592,Combinatorics,4,5170,https://en.wikipedia.org/?curid=5170
wd:Q133235,Combustion,4,5638,https://en.wikipedia.org/?curid=5638
wd:Q9640723,Commercial aviation,4,164468,https://en.wikipedia.org/?curid=164468
wd:Q30216,Common law,4,5254,https://en.wikipedia.org/?curid=5254
wd:Q132364,Communication protocol,4,28030850,https://en.wikipedia.org/?curid=28030850
wd:Q11680831,Communication studies,2,489145,https://en.wikipedia.org/?curid=489145
wd:Q4120586,Communications management,4,297914,https://en.wikipedia.org/?curid=297914
wd:Q149918,Communications satellite,4,45207,https://en.wikipedia.org/?curid=45207
wd:Q6186,Communism,4,9209651,https://en.wikipedia.org/?curid=9209651
wd:Q324530,Communitarianism,4,43375,https://en.wikipedia.org/?curid=43375
wd:Q1500547,Community psychology,4,661270,https://en.wikipedia.org/?curid=661270
wd:Q843900,Comparative anatomy,4,265447,https://en.wikipedia.org/?curid=265447
wd:Q3543374,Comparative economic systems,4,4849238,https://en.wikipedia.org/?curid=4849238
wd:Q5155640,Comparative historical research,4,13433884,https://en.wikipedia.org/?curid=13433884
wd:Q741338,Comparative law,3,7378,https://en.wikipedia.org/?curid=7378
wd:Q5155643,Comparative physiology,4,9435784,https://en.wikipedia.org/?curid=9435784
wd:Q32492,Comparative politics,4,1414677,https://en.wikipedia.org/?curid=1414677
wd:Q1483503,Comparative psychology,4,380406,https://en.wikipedia.org/?curid=380406
wd:Q1075827,Comparative religion,4,186861,https://en.wikipedia.org/?curid=186861
wd:Q476300,Competition,4,181592,https://en.wikipedia.org/?curid=181592
wd:Q47506,Compiler,4,5739,https://en.wikipedia.org/?curid=5739
wd:Q193756,Complex analysis,4,5759,https://en.wikipedia.org/?curid=5759
wd:Q2137810,Complex geometry,4,186101,https://en.wikipedia.org/?curid=186101
wd:Q854457,Complex system,4,37438,https://en.wikipedia.org/?curid=37438
wd:Q5156697,Component engineering,3,21037206,https://en.wikipedia.org/?curid=21037206
wd:Q609588,Component-based software engineering,4,2816674,https://en.wikipedia.org/?curid=2816674
wd:Q181790,Composite material,4,157616,https://en.wikipedia.org/?curid=157616
wd:Q2665459,Compressed sensing,4,11403316,https://en.wikipedia.org/?curid=11403316
wd:Q5157263,Computability logic,4,616985,https://en.wikipedia.org/?curid=616985
wd:Q818930,Computability theory,4,155414,https://en.wikipedia.org/?curid=155414
wd:Q5157302,Computational astrophysics,4,34240222,https://en.wikipedia.org/?curid=34240222
wd:Q369472,Computational chemistry,3,6019,https://en.wikipedia.org/?curid=6019
wd:Q205084,Computational complexity theory,4,7543,https://en.wikipedia.org/?curid=7543
wd:Q3610415,Computational economics,4,1420447,https://en.wikipedia.org/?curid=1420447
wd:Q5157313,Computational electromagnetics,4,3849994,https://en.wikipedia.org/?curid=3849994
wd:Q874709,Computational geometry,4,176927,https://en.wikipedia.org/?curid=176927
wd:Q182557,Computational linguistics,4,5561,https://en.wikipedia.org/?curid=5561
wd:Q919765,Computational mechanics,4,5205878,https://en.wikipedia.org/?curid=5205878
wd:Q8037925,Computational neuroscience,4,271430,https://en.wikipedia.org/?curid=271430
wd:Q2646614,Computational number theory,4,511466,https://en.wikipedia.org/?curid=511466
wd:Q909554,Computational physics,3,106418,https://en.wikipedia.org/?curid=106418
wd:Q905036,Computational sociology,4,984692,https://en.wikipedia.org/?curid=984692
wd:Q5157340,Computational statistics,3,15832717,https://en.wikipedia.org/?curid=15832717
wd:Q30672538,Computational thermodynamics,4,53713224,https://en.wikipedia.org/?curid=53713224
wd:Q5157342,Computational thinking,4,19850468,https://en.wikipedia.org/?curid=19850468
wd:Q1401416,Computer animation,4,6777,https://en.wikipedia.org/?curid=6777
wd:Q173212,Computer architecture,3,25652303,https://en.wikipedia.org/?curid=25652303
wd:Q66221,Computer data storage,3,5300,https://en.wikipedia.org/?curid=5300
wd:Q428691,Computer engineering,2,50408,https://en.wikipedia.org/?curid=50408
wd:Q150971,Computer graphics (computer science),3,18567168,https://en.wikipedia.org/?curid=18567168
wd:Q3966,Computer hardware,3,21808348,https://en.wikipedia.org/?curid=21808348
wd:Q1301371,Computer network,3,4122592,https://en.wikipedia.org/?curid=4122592
wd:Q80006,Computer programming,3,5311,https://en.wikipedia.org/?curid=5311
wd:Q3510521,Computer security,3,7398,https://en.wikipedia.org/?curid=7398
wd:Q844240,Computer vision,4,6596,https://en.wikipedia.org/?curid=6596
wd:Q796573,Computer-mediated communication,3,320498,https://en.wikipedia.org/?curid=320498
wd:Q285927,Concentrated solar power,4,17805223,https://en.wikipedia.org/?curid=17805223
wd:Q3686031,Concentration,4,7512,https://en.wikipedia.org/?curid=7512
wd:Q22657,Concrete,4,5371,https://en.wikipedia.org/?curid=5371
wd:Q128392,Concurrent computing,4,2581605,https://en.wikipedia.org/?curid=2581605
wd:Q910058,Condensation reaction,4,172825,https://en.wikipedia.org/?curid=172825
wd:Q214781,Condensed matter physics,3,5387,https://en.wikipedia.org/?curid=5387
wd:Q1640893,Conflict management,4,1767727,https://en.wikipedia.org/?curid=1767727
wd:Q1412640,Conflict theories,4,266956,https://en.wikipedia.org/?curid=266956
wd:Q25615,Connective tissue,4,228845,https://en.wikipedia.org/?curid=228845
wd:Q641498,Conservation biology,3,216216,https://en.wikipedia.org/?curid=216216
wd:Q7169,Conservatism,4,6675,https://en.wikipedia.org/?curid=6675
wd:Q1489796,Constitutional economics,4,28240525,https://en.wikipedia.org/?curid=28240525
wd:Q2674423,Construction engineering,3,50705,https://en.wikipedia.org/?curid=50705
wd:Q301468,Consumer behaviour,4,754957,https://en.wikipedia.org/?curid=754957
wd:Q581105,Consumer electronics,4,189768,https://en.wikipedia.org/?curid=189768
wd:Q186075,Contemporary history,4,10689543,https://en.wikipedia.org/?curid=10689543
wd:Q4501235,Content repository,4,18877735,https://en.wikipedia.org/?curid=18877735
wd:Q5165499,Continuous optimization,4,420577,https://en.wikipedia.org/?curid=420577
wd:Q193463,Continuum mechanics,4,5918,https://en.wikipedia.org/?curid=5918
wd:Q760102,Contract research organization,3,1984610,https://en.wikipedia.org/?curid=1984610
wd:Q1918846,Contract theory,4,296775,https://en.wikipedia.org/?curid=296775
wd:Q4917288,Control engineering,3,7011,https://en.wikipedia.org/?curid=7011
wd:Q959968,Control system,4,275473,https://en.wikipedia.org/?curid=275473
wd:Q6501221,Control theory,4,7039,https://en.wikipedia.org/?curid=7039
wd:Q1783542,Convex geometry,4,4165882,https://en.wikipedia.org/?curid=4165882
wd:Q577998,Conveyor system,4,13215001,https://en.wikipedia.org/?curid=13215001
wd:Q38695,Cooking,4,5355,https://en.wikipedia.org/?curid=5355
wd:Q238156,Coordination complex,4,7304,https://en.wikipedia.org/?curid=7304
wd:Q1297822,Copyright,4,5278,https://en.wikipedia.org/?curid=5278
wd:Q1134763,Corporate finance,4,34742901,https://en.wikipedia.org/?curid=34742901
wd:Q192886,Corporatism,4,27619138,https://en.wikipedia.org/?curid=27619138
wd:Q186290,Correlation,4,157057,https://en.wikipedia.org/?curid=157057
wd:Q366,Corruption,4,3608404,https://en.wikipedia.org/?curid=3608404
wd:Q131207,Cosmetics,4,158015,https://en.wikipedia.org/?curid=158015
wd:Q12166572,Counseling psychology,4,505326,https://en.wikipedia.org/?curid=505326
wd:Q5176731,Count data,4,15690807,https://en.wikipedia.org/?curid=15690807
wd:Q130352,Creationism,4,5326,https://en.wikipedia.org/?curid=5326
wd:Q170658,Creativity,4,142910,https://en.wikipedia.org/?curid=142910
wd:Q1964968,Criminal investigation,4,5236980,https://en.wikipedia.org/?curid=5236980
wd:Q146491,Criminal law,4,21351321,https://en.wikipedia.org/?curid=21351321
wd:Q146071,Criminal procedure,4,37297,https://en.wikipedia.org/?curid=37297
wd:Q1141276,Crisis management,4,348268,https://en.wikipedia.org/?curid=348268
wd:Q900634,Critical phenomena,4,376800,https://en.wikipedia.org/?curid=376800
wd:Q1640336,Critical psychology,4,7801,https://en.wikipedia.org/?curid=7801
wd:Q5186773,Critical systems thinking,4,17740455,https://en.wikipedia.org/?curid=17740455
wd:Q301751,Critical theory,4,42736966,https://en.wikipedia.org/?curid=42736966
wd:Q843894,Critical thinking,4,276872,https://en.wikipedia.org/?curid=276872
wd:Q2084504,Cross-cultural psychology,4,11507939,https://en.wikipedia.org/?curid=11507939
wd:Q541014,Cross-validation (statistics),4,416612,https://en.wikipedia.org/?curid=416612
wd:Q4118971,Cryochemistry,4,8769764,https://en.wikipedia.org/?curid=8769764
wd:Q192116,Cryogenics,4,7176,https://en.wikipedia.org/?curid=7176
wd:Q897511,Cryptanalysis,4,5715,https://en.wikipedia.org/?curid=5715
wd:Q8789,Cryptography,4,18934432,https://en.wikipedia.org/?curid=18934432
wd:Q5191408,Crystal engineering,4,5340351,https://en.wikipedia.org/?curid=5340351
wd:Q160398,Crystallography,4,7794,https://en.wikipedia.org/?curid=7794
wd:Q28598,Cultural anthropology,3,5388,https://en.wikipedia.org/?curid=5388
wd:Q1041282,Cultural economics,4,11359053,https://en.wikipedia.org/?curid=11359053
wd:Q168891,Cultural geography,4,2678329,https://en.wikipedia.org/?curid=2678329
wd:Q858517,Cultural history,4,424789,https://en.wikipedia.org/?curid=424789
wd:Q1378247,Cultural psychology,4,2700105,https://en.wikipedia.org/?curid=2700105
wd:Q11042,Culture,4,19159508,https://en.wikipedia.org/?curid=19159508
wd:Q485643,Customer relationship management,4,6968,https://en.wikipedia.org/?curid=6968
wd:Q123637,Cybernetics,4,20786042,https://en.wikipedia.org/?curid=20786042
wd:Q154626,Cytoskeleton,4,156970,https://en.wikipedia.org/?curid=156970
wd:Q7430,DNA,4,7955,https://en.wikipedia.org/?curid=7955
wd:Q14096331,Dairy farming,4,449934,https://en.wikipedia.org/?curid=449934
wd:Q11639,Dance,4,7885,https://en.wikipedia.org/?curid=7885
wd:Q494756,Data (computer science),4,2234333,https://en.wikipedia.org/?curid=2234333
wd:Q1988917,Data analysis,3,2720954,https://en.wikipedia.org/?curid=2720954
wd:Q4929239,Data collection,3,11501746,https://en.wikipedia.org/?curid=11501746
wd:Q389772,Data communication,4,42168,https://en.wikipedia.org/?curid=42168
wd:Q2493,Data compression,4,8013,https://en.wikipedia.org/?curid=8013
wd:Q1172338,Data exchange,4,10231058,https://en.wikipedia.org/?curid=10231058
wd:Q1149776,Data management,4,759312,https://en.wikipedia.org/?curid=759312
wd:Q2374463,Data science,3,35458904,https://en.wikipedia.org/?curid=35458904
wd:Q175263,Data structure,4,8519,https://en.wikipedia.org/?curid=8519
wd:Q193351,Data warehouse,4,7990,https://en.wikipedia.org/?curid=7990
wd:Q8513,Database,3,8377,https://en.wikipedia.org/?curid=8377
wd:Q845566,Debugging,4,24998792,https://en.wikipedia.org/?curid=24998792
wd:Q15197274,Decarbonylation,4,28123482,https://en.wikipedia.org/?curid=28123482
wd:Q177571,Decision theory,4,446216,https://en.wikipedia.org/?curid=446216
wd:Q16766476,Decision tree learning,4,577003,https://en.wikipedia.org/?curid=577003
wd:Q111165739,Definitions of philosophy,4,70061189,https://en.wikipedia.org/?curid=70061189
wd:Q2672013,Deformation (engineering),4,237876,https://en.wikipedia.org/?curid=237876
wd:Q7174,Democracy,4,7959,https://en.wikipedia.org/?curid=7959
wd:Q3044431,Demographic economics,4,20226904,https://en.wikipedia.org/?curid=20226904
wd:Q37732,Demography,4,45642,https://en.wikipedia.org/?curid=45642
wd:Q80205,Dendrochronology,4,37800,https://en.wikipedia.org/?curid=37800
wd:Q17088227,Density estimation,4,554671,https://en.wikipedia.org/?curid=554671
wd:Q12128,Dentistry,3,8005,https://en.wikipedia.org/?curid=8005
wd:Q2689057,Dependability,4,661384,https://en.wikipedia.org/?curid=661384
wd:Q171171,Dermatology,3,74553,https://en.wikipedia.org/?curid=74553
wd:Q387196,Description logic,4,183503,https://en.wikipedia.org/?curid=183503
wd:Q380344,Descriptive statistics,3,8187,https://en.wikipedia.org/?curid=8187
wd:Q183481,Desertification,4,8104,https://en.wikipedia.org/?curid=8104
wd:Q1064289,Design management,4,3555307,https://en.wikipedia.org/?curid=3555307
wd:Q2334061,Design of experiments,4,9541,https://en.wikipedia.org/?curid=9541
wd:Q120811,Detection theory,4,1156527,https://en.wikipedia.org/?curid=1156527
wd:Q131133,Determinism,4,47922,https://en.wikipedia.org/?curid=47922
wd:Q1127188,Development economics,4,210183,https://en.wikipedia.org/?curid=210183
wd:Q1503175,Development geography,4,2149045,https://en.wikipedia.org/?curid=2149045
wd:Q1345738,Development of the nervous system,4,189701,https://en.wikipedia.org/?curid=189701
wd:Q651571,Development studies,4,1105116,https://en.wikipedia.org/?curid=1105116
wd:Q213713,Developmental biology,3,8449,https://en.wikipedia.org/?curid=8449
wd:Q175002,Developmental psychology,4,9014,https://en.wikipedia.org/?curid=9014
wd:Q5266983,Deviant logic,4,4135768,https://en.wikipedia.org/?curid=4135768
wd:Q2997772,Differential algebra,4,1816587,https://en.wikipedia.org/?curid=1816587
wd:Q11214,Differential equation,4,1424309,https://en.wikipedia.org/?curid=1424309
wd:Q188444,Differential geometry,4,8625,https://en.wikipedia.org/?curid=8625
wd:Q1224394,Differential psychology,4,15447,https://en.wikipedia.org/?curid=15447
wd:Q1224402,Differential topology,4,8562,https://en.wikipedia.org/?curid=8562
wd:Q3296857,Differentiation of trigonometric functions,4,13146531,https://en.wikipedia.org/?curid=13146531
wd:Q173156,Digital electronics,4,39068,https://en.wikipedia.org/?curid=39068
wd:Q1070689,Digital image processing,4,97922,https://en.wikipedia.org/?curid=97922
wd:Q1076968,Digital media,4,53723,https://en.wikipedia.org/?curid=53723
wd:Q173142,Digital signal processing,4,8525,https://en.wikipedia.org/?curid=8525
wd:Q16000077,Dimensionality reduction,4,579867,https://en.wikipedia.org/?curid=579867
wd:Q5280349,Direct instruction,4,10518721,https://en.wikipedia.org/?curid=10518721
wd:Q3497519,Directional statistics,3,1444970,https://en.wikipedia.org/?curid=1444970
wd:Q20968946,Discrete calculus,4,61660335,https://en.wikipedia.org/?curid=61660335
wd:Q958922,Discrete differential geometry,4,17700015,https://en.wikipedia.org/?curid=17700015
wd:Q906377,Discrete geometry,4,386468,https://en.wikipedia.org/?curid=386468
wd:Q121416,Discrete mathematics,3,8492,https://en.wikipedia.org/?curid=8492
wd:Q1493786,Discrete optimization,4,420567,https://en.wikipedia.org/?curid=420567
wd:Q180634,Distributed computing,4,8501,https://en.wikipedia.org/?curid=8501
wd:Q989016,Distributed database,4,41054,https://en.wikipedia.org/?curid=41054
wd:Q867147,Distribution (marketing),4,239863,https://en.wikipedia.org/?curid=239863
wd:Q865811,Distribution (mathematics),4,51955,https://en.wikipedia.org/?curid=51955
wd:Q1960635,Divine Proportions: Rational Trigonometry to Universal Geometry,4,2696396,https://en.wikipedia.org/?curid=2696396
wd:Q1235236,Document-oriented database,4,15002414,https://en.wikipedia.org/?curid=15002414
wd:Q25372,Drama,4,20913753,https://en.wikipedia.org/?curid=20913753
wd:Q93184,Drawing,4,8544,https://en.wikipedia.org/?curid=8544
wd:Q5307646,Drilling engineering,4,6710843,https://en.wikipedia.org/?curid=6710843
wd:Q2198549,Drug development,4,3218783,https://en.wikipedia.org/?curid=3218783
wd:Q1418791,Drug discovery,4,571274,https://en.wikipedia.org/?curid=571274
wd:Q104841357,Dynamic semantics,4,24202081,https://en.wikipedia.org/?curid=24202081
wd:Q128030,Dynamics (mechanics),4,226020,https://en.wikipedia.org/?curid=226020
wd:Q202763,Early Middle Ages,4,532476,https://en.wikipedia.org/?curid=532476
wd:Q1472221,Early childhood education,4,429541,https://en.wikipedia.org/?curid=429541
wd:Q5308718,Early modern period,4,1291656,https://en.wikipedia.org/?curid=1291656
wd:Q8008,Earth science,2,20653168,https://en.wikipedia.org/?curid=20653168
wd:Q6500960,Earth's magnetic field,4,146983,https://en.wikipedia.org/?curid=146983
wd:Q909789,Earthquake engineering,3,2111048,https://en.wikipedia.org/?curid=2111048
wd:Q5327277,Earthquake-resistant structures,4,18621290,https://en.wikipedia.org/?curid=18621290
wd:Q11880367,Earthworks (engineering),4,1096021,https://en.wikipedia.org/?curid=1096021
wd:Q5262635,East Asian religions,4,9473941,https://en.wikipedia.org/?curid=9473941
wd:Q1049066,Ecological economics,4,177694,https://en.wikipedia.org/?curid=177694
wd:Q7150,Ecology,3,9630,https://en.wikipedia.org/?curid=9630
wd:Q160039,Econometrics,4,10390,https://en.wikipedia.org/?curid=10390
wd:Q4530482,Economic development,4,148131,https://en.wikipedia.org/?curid=148131
wd:Q187097,Economic geography,4,177512,https://en.wikipedia.org/?curid=177512
wd:Q47398,Economic history,4,45633,https://en.wikipedia.org/?curid=45633
wd:Q1167393,Economic indicator,4,72529,https://en.wikipedia.org/?curid=72529
wd:Q3958441,Economic sector,4,12255159,https://en.wikipedia.org/?curid=12255159
wd:Q610859,Economic sociology,4,819720,https://en.wikipedia.org/?curid=819720
wd:Q273005,Economic system,4,692262,https://en.wikipedia.org/?curid=692262
wd:Q8134,Economics,2,9223,https://en.wikipedia.org/?curid=9223
wd:Q295430,Econophysics,4,664332,https://en.wikipedia.org/?curid=664332
wd:Q37813,Ecosystem,4,9632,https://en.wikipedia.org/?curid=9632
wd:Q3402485,Ecosystem ecology,4,1765418,https://en.wikipedia.org/?curid=1765418
wd:Q8434,Education,2,9252,https://en.wikipedia.org/?curid=9252
wd:Q861689,Education economics,4,19918654,https://en.wikipedia.org/?curid=19918654
wd:Q452348,Education policy,3,1355251,https://en.wikipedia.org/?curid=1355251
wd:Q2385804,Educational institution,3,2145242,https://en.wikipedia.org/?curid=2145242
wd:Q59157,Educational psychology,4,10332,https://en.wikipedia.org/?curid=10332
wd:Q3437271,Educational robotics,4,37120802,https://en.wikipedia.org/?curid=37120802
wd:Q18189,Educational stage,3,3333758,https://en.wikipedia.org/?curid=3333758
wd:Q1068473,Educational technology,3,1944675,https://en.wikipedia.org/?curid=1944675
wd:Q844861,Electric power distribution,4,212253,https://en.wikipedia.org/?curid=212253
wd:Q2388981,Electric power system,4,14105333,https://en.wikipedia.org/?curid=14105333
wd:Q200928,Electric power transmission,4,38824,https://en.wikipedia.org/?curid=38824
wd:Q13629441,Electric vehicle,4,279350,https://en.wikipedia.org/?curid=279350
wd:Q43035,Electrical engineering,2,9531,https://en.wikipedia.org/?curid=9531
wd:Q132629,Electrical network,4,9559,https://en.wikipedia.org/?curid=9559
wd:Q383973,Electricity generation,4,9540,https://en.wikipedia.org/?curid=9540
wd:Q1669557,Electroanalytical methods,4,10989135,https://en.wikipedia.org/?curid=10989135
wd:Q2474620,Electrochemical engineering,3,30129507,https://en.wikipedia.org/?curid=30129507
wd:Q7877,Electrochemistry,4,9601,https://en.wikipedia.org/?curid=9601
wd:Q12969754,Electromagnetic radiation,4,9426,https://en.wikipedia.org/?curid=9426
wd:Q11406,Electromagnetism,3,9532,https://en.wikipedia.org/?curid=9532
wd:Q533188,Electromechanics,3,31322120,https://en.wikipedia.org/?curid=31322120
wd:Q5358163,Electron-beam technology,4,758730,https://en.wikipedia.org/?curid=758730
wd:Q126095,Electronic engineering,3,28923910,https://en.wikipedia.org/?curid=28923910
wd:Q249997,Electronic oscillator,4,9920,https://en.wikipedia.org/?curid=9920
wd:Q26336,Electrostatics,4,368328,https://en.wikipedia.org/?curid=368328
wd:Q2533665,Elemental analysis,4,1367595,https://en.wikipedia.org/?curid=1367595
wd:Q211294,Elementary algebra,4,9710,https://en.wikipedia.org/?curid=9710
wd:Q9158,Email,4,9738,https://en.wikipedia.org/?curid=9738
wd:Q193040,Embedded system,4,46630,https://en.wikipedia.org/?curid=46630
wd:Q131683,Embryology,4,162717,https://en.wikipedia.org/?curid=162717
wd:Q2861470,Emergency medicine,3,52974,https://en.wikipedia.org/?curid=52974
wd:Q162606,Endocrinology,3,9311,https://en.wikipedia.org/?curid=9311
wd:Q852143,Endodontics,4,1028619,https://en.wikipedia.org/?curid=1028619
wd:Q25584060,Energy development,4,533487,https://en.wikipedia.org/?curid=533487
wd:Q473160,Energy economics,4,177696,https://en.wikipedia.org/?curid=177696
wd:Q3353193,Energy engineering,2,9348093,https://en.wikipedia.org/?curid=9348093
wd:Q3588981,Energy recovery,4,6109551,https://en.wikipedia.org/?curid=6109551
wd:Q837718,Energy storage,3,24130,https://en.wikipedia.org/?curid=24130
wd:Q3610420,Entrepreneurial economics,4,3018376,https://en.wikipedia.org/?curid=3018376
wd:Q321355,Environmental chemistry,4,656979,https://en.wikipedia.org/?curid=656979
wd:Q753291,Environmental economics,4,47763,https://en.wikipedia.org/?curid=47763
wd:Q5381247,Environmental effects of mining,4,23754906,https://en.wikipedia.org/?curid=23754906
wd:Q5381249,Environmental effects of paper,4,23020667,https://en.wikipedia.org/?curid=23020667
wd:Q146326,Environmental engineering,3,50702,https://en.wikipedia.org/?curid=50702
wd:Q3039637,Environmental governance,4,25271012,https://en.wikipedia.org/?curid=25271012
wd:Q932068,Environmental health,4,314696,https://en.wikipedia.org/?curid=314696
wd:Q919526,Environmental policy,3,3407706,https://en.wikipedia.org/?curid=3407706
wd:Q618752,Environmental psychology,4,1639997,https://en.wikipedia.org/?curid=1639997
wd:Q2019586,Environmental remediation,4,406260,https://en.wikipedia.org/?curid=406260
wd:Q188847,Environmental science,2,64919,https://en.wikipedia.org/?curid=64919
wd:Q2167019,Environmental sociology,4,506422,https://en.wikipedia.org/?curid=506422
wd:Q5381367,Environmental studies,3,1195462,https://en.wikipedia.org/?curid=1195462
wd:Q2855609,Environmentalism,4,1866009,https://en.wikipedia.org/?curid=1866009
wd:Q883112,Enzyme kinetics,4,3043886,https://en.wikipedia.org/?curid=3043886
wd:Q133805,Epidemiology,3,66997,https://en.wikipedia.org/?curid=66997
wd:Q9471,Epistemology,3,9247,https://en.wikipedia.org/?curid=9247
wd:Q11345,Equation,4,9284,https://en.wikipedia.org/?curid=9284
wd:Q5384482,Equilibrium chemistry,4,26707415,https://en.wikipedia.org/?curid=26707415
wd:Q1376021,Estimation theory,4,1565926,https://en.wikipedia.org/?curid=1565926
wd:Q9465,Ethics,3,9258,https://en.wikipedia.org/?curid=9258
wd:Q1189816,Ethnic religion,4,344406,https://en.wikipedia.org/?curid=344406
wd:Q132151,Ethnography,3,152626,https://en.wikipedia.org/?curid=152626
wd:Q7155,Ethology,4,9425,https://en.wikipedia.org/?curid=9425
wd:Q35245,Etymology,4,888207,https://en.wikipedia.org/?curid=888207
wd:Q162886,Euclidean geometry,4,9417,https://en.wikipedia.org/?curid=9417
wd:Q25099531,Event store,4,47617027,https://en.wikipedia.org/?curid=47617027
wd:Q840400,Evolutionary biology,3,418101,https://en.wikipedia.org/?curid=418101
wd:Q1044484,Evolutionary developmental biology,4,57414,https://en.wikipedia.org/?curid=57414
wd:Q1382559,Evolutionary economics,4,162791,https://en.wikipedia.org/?curid=162791
wd:Q477774,Evolutionary origin of religion,4,19011806,https://en.wikipedia.org/?curid=19011806
wd:Q219695,Evolutionary psychology,4,9703,https://en.wikipedia.org/?curid=9703
wd:Q5418717,Evolutionary psychology of religion,4,14780759,https://en.wikipedia.org/?curid=14780759
wd:Q5419224,Exact statistics,4,19510610,https://en.wikipedia.org/?curid=19510610
wd:Q35798,Executive (government),4,10263,https://en.wikipedia.org/?curid=10263
wd:Q472094,Exercise physiology,4,395477,https://en.wikipedia.org/?curid=395477
wd:Q3809431,Exoplanet orbital and physical parameters,4,15032003,https://en.wikipedia.org/?curid=15032003
wd:Q1307600,Experiential learning,4,545590,https://en.wikipedia.org/?curid=545590
wd:Q101965,Experiment,4,59861,https://en.wikipedia.org/?curid=59861
wd:Q47627,Experimental economics,4,548102,https://en.wikipedia.org/?curid=548102
wd:Q18366,Experimental physics,3,685311,https://en.wikipedia.org/?curid=685311
wd:Q475042,Experimental psychology,4,364299,https://en.wikipedia.org/?curid=364299
wd:Q7958,Explanation,4,216186,https://en.wikipedia.org/?curid=216186
wd:Q15808610,Extended evolutionary synthesis,4,47971685,https://en.wikipedia.org/?curid=47971685
wd:Q1196652,Exterior algebra,4,221537,https://en.wikipedia.org/?curid=221537
wd:Q502038,Extragalactic astronomy,4,44063,https://en.wikipedia.org/?curid=44063
wd:Q181508,Extraterrestrial life,4,9588,https://en.wikipedia.org/?curid=9588
wd:Q729429,Extreme value theory,4,50732,https://en.wikipedia.org/?curid=50732
wd:Q1392940,Fail-safe,4,41136,https://en.wikipedia.org/?curid=41136
wd:Q1389268,Failure mode and effects analysis,4,981631,https://en.wikipedia.org/?curid=981631
wd:Q5410500,Faith,4,11064,https://en.wikipedia.org/?curid=11064
wd:Q623006,Family economics,4,9091287,https://en.wikipedia.org/?curid=9091287
wd:Q6223,Fascism,4,11054,https://en.wikipedia.org/?curid=11054
wd:Q12684,Fashion,4,11657,https://en.wikipedia.org/?curid=11657
wd:Q2002016,Fastener,4,877127,https://en.wikipedia.org/?curid=877127
wd:Q507234,Fatigue (material),4,348898,https://en.wikipedia.org/?curid=348898
wd:Q428453,Fault tree analysis,4,70526,https://en.wikipedia.org/?curid=70526
wd:Q83571,Federated database system,4,1270246,https://en.wikipedia.org/?curid=1270246
wd:Q3302930,Feminist economics,4,177765,https://en.wikipedia.org/?curid=177765
wd:Q910223,Femtochemistry,4,450543,https://en.wikipedia.org/?curid=450543
wd:Q161,Fiber,4,140558,https://en.wikipedia.org/?curid=140558
wd:Q235557,File format,4,18933600,https://en.wikipedia.org/?curid=18933600
wd:Q22666,File sharing,4,18949797,https://en.wikipedia.org/?curid=18949797
wd:Q174989,File system,4,1010280,https://en.wikipedia.org/?curid=1010280
wd:Q11424,Film,3,21555729,https://en.wikipedia.org/?curid=21555729
wd:Q1415395,Film industry,4,649481,https://en.wikipedia.org/?curid=649481
wd:Q3072260,Filter (signal processing),4,23434533,https://en.wikipedia.org/?curid=23434533
wd:Q43015,Finance,3,11162,https://en.wikipedia.org/?curid=11162
wd:Q949180,Financial accounting,4,465334,https://en.wikipedia.org/?curid=465334
wd:Q2294553,Financial economics,4,63262,https://en.wikipedia.org/?curid=63262
wd:Q650241,Financial institution,4,208836,https://en.wikipedia.org/?curid=208836
wd:Q2906013,Financial risk management,4,1526304,https://en.wikipedia.org/?curid=1526304
wd:Q837171,Financial services,4,433425,https://en.wikipedia.org/?curid=433425
wd:Q220184,Finite element method,4,18233581,https://en.wikipedia.org/?curid=18233581
wd:Q2997557,Fire safety,4,987507,https://en.wikipedia.org/?curid=987507
wd:Q133981,First aid,4,11296,https://en.wikipedia.org/?curid=11296
wd:Q4055684,First-order logic,4,10983,https://en.wikipedia.org/?curid=10983
wd:Q209894,Fish farming,4,153520,https://en.wikipedia.org/?curid=153520
wd:Q517061,Flight instruments,4,79537,https://en.wikipedia.org/?curid=79537
wd:Q199169,Floriculture,4,893280,https://en.wikipedia.org/?curid=893280
wd:Q2556360,Flue gas,4,1976198,https://en.wikipedia.org/?curid=1976198
wd:Q172145,Fluid mechanics,4,2684988,https://en.wikipedia.org/?curid=2684988
wd:Q65121075,Fluorescence imaging,4,59921575,https://en.wikipedia.org/?curid=59921575
wd:Q36192,Folklore,4,11303,https://en.wikipedia.org/?curid=11303
wd:Q910172,Food chemistry,4,7888444,https://en.wikipedia.org/?curid=7888444
wd:Q6631525,Food engineering,4,1515853,https://en.wikipedia.org/?curid=1515853
wd:Q1810993,Food microbiology,4,7073591,https://en.wikipedia.org/?curid=7073591
