wikidata_iri,name,depth,wikipedia_page_id,wikipedia_url
wd:Q17067324,Food physical chemistry,4,32969820,https://en.wikipedia.org/?curid=32969820
wd:Q1637030,Food science,3,252137,https://en.wikipedia.org/?curid=252137
wd:Q15813877,Foodomics,4,41827467,https://en.wikipedia.org/?curid=41827467
wd:Q938318,Forensic linguistics,4,602412,https://en.wikipedia.org/?curid=602412
wd:Q495304,Forensic science,4,45710,https://en.wikipedia.org/?curid=45710
wd:Q38112,Forestry,3,53912,https://en.wikipedia.org/?curid=53912
wd:Q192161,Formal language,4,10939,https://en.wikipedia.org/?curid=10939
wd:Q816264,Formal science,1,3694774,https://en.wikipedia.org/?curid=3694774
wd:Q5469969,Formal semantics (natural language),4,31395652,https://en.wikipedia.org/?curid=31395652
wd:Q173326,Formal verification,4,270054,https://en.wikipedia.org/?curid=270054
wd:Q20057358,Formalism (linguistics),4,36056028,https://en.wikipedia.org/?curid=36056028
wd:Q12748,Fossil fuel,4,48146,https://en.wikipedia.org/?curid=48146
wd:Q1434958,Fossil fuel power station,4,1560443,https://en.wikipedia.org/?curid=1560443
wd:Q191360,Foundation (engineering),4,693334,https://en.wikipedia.org/?curid=693334
wd:Q5474576,Foundations of statistics,4,15515301,https://en.wikipedia.org/?curid=15515301
wd:Q1365258,Fourier analysis,4,11659,https://en.wikipedia.org/?curid=11659
wd:Q1003236,Fourier optics,4,312008,https://en.wikipedia.org/?curid=312008
wd:Q28813,Fraud,4,58790,https://en.wikipedia.org/?curid=58790
wd:Q3502887,Free logic,4,1635110,https://en.wikipedia.org/?curid=1635110
wd:Q9476,Free will,4,47921,https://en.wikipedia.org/?curid=47921
wd:Q2158281,Frequentist inference,4,15537745,https://en.wikipedia.org/?curid=15537745
wd:Q1455566,Frequentist probability,4,10869,https://en.wikipedia.org/?curid=10869
wd:Q2890135,Freshwater ecosystem,4,762047,https://en.wikipedia.org/?curid=762047
wd:Q42501,Fuel,3,21188370,https://en.wikipedia.org/?curid=21188370
wd:Q190549,Functional analysis,4,11180,https://en.wikipedia.org/?curid=11180
wd:Q5508814,Functional data analysis,4,2141368,https://en.wikipedia.org/?curid=2141368
wd:Q8963060,Functional linguistics,4,11669,https://en.wikipedia.org/?curid=11669
wd:Q193076,Functional programming,4,10933,https://en.wikipedia.org/?curid=10933
wd:Q2301783,Functional psychology,4,13512823,https://en.wikipedia.org/?curid=13512823
wd:Q2067736,Fungiculture,4,2192496,https://en.wikipedia.org/?curid=2192496
wd:Q641442,Fusion power,4,55017,https://en.wikipedia.org/?curid=55017
wd:Q188867,Futures studies,4,1508301,https://en.wikipedia.org/?curid=1508301
wd:Q58908,Galactic astronomy,4,44057,https://en.wikipedia.org/?curid=44057
wd:Q11416,Gambling,4,11921,https://en.wikipedia.org/?curid=11921
wd:Q865422,Game controller,4,104339,https://en.wikipedia.org/?curid=104339
wd:Q44455,Game theory,4,11924,https://en.wikipedia.org/?curid=11924
wd:Q124946,Gardening,4,11984,https://en.wikipedia.org/?curid=11984
wd:Q11432,Gas,4,18993869,https://en.wikipedia.org/?curid=18993869
wd:Q120569,Gastroenterology,3,12976,https://en.wikipedia.org/?curid=12976
wd:Q2300099,Gastrointestinal disease,4,1062956,https://en.wikipedia.org/?curid=1062956
wd:Q11452,General relativity,4,12024,https://en.wikipedia.org/?curid=12024
wd:Q621550,General topology,4,178649,https://en.wikipedia.org/?curid=178649
wd:Q2102848,Generalized trigonometry,4,22850636,https://en.wikipedia.org/?curid=22850636
wd:Q36108,Generative grammar,4,444515,https://en.wikipedia.org/?curid=444515
wd:Q159236,Genetic engineering,4,12383,https://en.wikipedia.org/?curid=12383
wd:Q5532897,Genetic epidemiology,4,16017459,https://en.wikipedia.org/?curid=16017459
wd:Q182726,Genetically modified organism,4,12339,https://en.wikipedia.org/?curid=12339
wd:Q7162,Genetics,3,12266,https://en.wikipedia.org/?curid=12266
wd:Q222046,Genomics,4,55170,https://en.wikipedia.org/?curid=55170
wd:Q161764,Geochemistry,4,39562,https://en.wikipedia.org/?curid=39562
wd:Q131089,Geodesy,4,12608,https://en.wikipedia.org/?curid=12608
wd:Q483130,Geographic information system,4,12398,https://en.wikipedia.org/?curid=12398
wd:Q1071,Geography,2,18963910,https://en.wikipedia.org/?curid=18963910
wd:Q781650,Geography of Africa,4,1854,https://en.wikipedia.org/?curid=1854
wd:Q2742952,Geography of Antarctica,4,1274,https://en.wikipedia.org/?curid=1274
wd:Q2001617,Geography of Asia,4,1318227,https://en.wikipedia.org/?curid=1318227
wd:Q119716,Geography of Europe,4,1187515,https://en.wikipedia.org/?curid=1187515
wd:Q583355,Geography of North America,4,6545069,https://en.wikipedia.org/?curid=6545069
wd:Q968983,Geography of South America,4,5244370,https://en.wikipedia.org/?curid=5244370
wd:Q619798,Geomatics,4,510905,https://en.wikipedia.org/?curid=510905
wd:Q2662474,Geometric group theory,4,955164,https://en.wikipedia.org/?curid=955164
wd:Q1939186,Geometric topology,4,621732,https://en.wikipedia.org/?curid=621732
wd:Q467980,Geometrical optics,4,731780,https://en.wikipedia.org/?curid=731780
wd:Q8087,Geometry,3,18973446,https://en.wikipedia.org/?curid=18973446
wd:Q1466519,Geometry of numbers,4,250153,https://en.wikipedia.org/?curid=250153
wd:Q52109,Geomorphology,4,78534,https://en.wikipedia.org/?curid=78534
wd:Q159385,Geopolitics,4,163225,https://en.wikipedia.org/?curid=163225
wd:Q679595,Georgism,4,368329,https://en.wikipedia.org/?curid=368329
wd:Q1440020,Geostatistics,4,51531,https://en.wikipedia.org/?curid=51531
wd:Q1349130,Geotechnical engineering,3,12306,https://en.wikipedia.org/?curid=12306
wd:Q2066351,Geotechnical investigation,4,5580290,https://en.wikipedia.org/?curid=5580290
wd:Q3215493,Geothermal power,3,13021878,https://en.wikipedia.org/?curid=13021878
wd:Q10387,Gerontology,4,436824,https://en.wikipedia.org/?curid=436824
wd:Q828879,Gestalt therapy,4,470286,https://en.wikipedia.org/?curid=470286
wd:Q52120,Glaciology,4,231504,https://en.wikipedia.org/?curid=231504
wd:Q17017346,Global analysis,4,42027498,https://en.wikipedia.org/?curid=42027498
wd:Q737514,Global change,4,1777495,https://en.wikipedia.org/?curid=1777495
wd:Q899224,Glycobiology,4,216956,https://en.wikipedia.org/?curid=216956
wd:Q48420,Gnosticism,4,12471,https://en.wikipedia.org/?curid=12471
wd:Q595971,Graph database,4,24799509,https://en.wikipedia.org/?curid=24799509
wd:Q131476,Graph theory,4,12401,https://en.wikipedia.org/?curid=12401
wd:Q1143367,Graphical model,4,447298,https://en.wikipedia.org/?curid=447298
wd:Q598188,Green economy,4,996699,https://en.wikipedia.org/?curid=996699
wd:Q1221899,Gynaecology,3,52967,https://en.wikipedia.org/?curid=52967
wd:Q3236003,Hardness,4,3588836,https://en.wikipedia.org/?curid=3588836
wd:Q173341,Hardware description language,4,74554,https://en.wikipedia.org/?curid=74554
wd:Q876215,Harmonic analysis,4,14147,https://en.wikipedia.org/?curid=14147
wd:Q183427,Hash function,4,13790,https://en.wikipedia.org/?curid=13790
wd:Q1581290,Healing,4,239217,https://en.wikipedia.org/?curid=239217
wd:Q31218,Health economics,4,265753,https://en.wikipedia.org/?curid=265753
wd:Q3286542,Health geography,4,2596739,https://en.wikipedia.org/?curid=2596739
wd:Q1519812,Health policy,3,8695082,https://en.wikipedia.org/?curid=8695082
wd:Q44432,Heat,4,19593167,https://en.wikipedia.org/?curid=19593167
wd:Q179635,Heat transfer,4,184726,https://en.wikipedia.org/?curid=184726
wd:Q17021936,Heat transfer physics,4,37376713,https://en.wikipedia.org/?curid=37376713
wd:Q1266615,Heliciculture,4,3377107,https://en.wikipedia.org/?curid=3377107
wd:Q1976068,Helminthology,4,2203555,https://en.wikipedia.org/?curid=2203555
wd:Q103824,Hematology,3,63564,https://en.wikipedia.org/?curid=63564
wd:Q487937,Hemostasis,4,501973,https://en.wikipedia.org/?curid=501973
wd:Q668064,Hepatology,3,140432,https://en.wikipedia.org/?curid=140432
wd:Q174416,Herpetology,4,142425,https://en.wikipedia.org/?curid=142425
wd:Q1582475,Heterodox economics,3,2399697,https://en.wikipedia.org/?curid=2399697
wd:Q212685,High Middle Ages,4,503345,https://en.wikipedia.org/?curid=503345
wd:Q5754513,High-dimensional statistics,4,19330658,https://en.wikipedia.org/?curid=19330658
wd:Q211496,High-level programming language,4,189842,https://en.wikipedia.org/?curid=189842
wd:Q1190465,High-performance computing,3,832527,https://en.wikipedia.org/?curid=832527
wd:Q5754682,High-speed flight,4,9578494,https://en.wikipedia.org/?curid=9578494
wd:Q136822,Higher education,4,14423,https://en.wikipedia.org/?curid=14423
wd:Q1644136,Higher-order logic,4,562883,https://en.wikipedia.org/?curid=562883
wd:Q2349677,Highway engineering,4,205592,https://en.wikipedia.org/?curid=205592
wd:Q7168,Histology,4,13570,https://en.wikipedia.org/?curid=13570
wd:Q384001,Historical geography,4,1923965,https://en.wikipedia.org/?curid=1923965
wd:Q190375,Historical linguistics,4,63630,https://en.wikipedia.org/?curid=63630
wd:Q50675,Historiography,4,13276,https://en.wikipedia.org/?curid=13276
wd:Q309,History,2,10772350,https://en.wikipedia.org/?curid=10772350
wd:Q831198,History of East Asia,4,37699,https://en.wikipedia.org/?curid=37699
wd:Q8180985,History of architecture,4,3684625,https://en.wikipedia.org/?curid=3684625
wd:Q6497044,History of literature,3,138848,https://en.wikipedia.org/?curid=138848
wd:Q846742,History of religion,4,13929,https://en.wikipedia.org/?curid=13929
wd:Q201486,History of science,4,14400,https://en.wikipedia.org/?curid=14400
wd:Q932233,History of sociology,3,1575379,https://en.wikipedia.org/?curid=1575379
wd:Q527628,Holography,4,66338,https://en.wikipedia.org/?curid=66338
wd:Q103191,Homeostasis,4,13980,https://en.wikipedia.org/?curid=13980
wd:Q579978,Homological algebra,4,139410,https://en.wikipedia.org/?curid=139410
wd:Q48803,Horticulture,3,216260,https://en.wikipedia.org/?curid=216260
wd:Q3564138,Household chemicals,4,2295403,https://en.wikipedia.org/?curid=2295403
wd:Q720858,Human ecology,4,155899,https://en.wikipedia.org/?curid=155899
wd:Q1750812,Human factors and ergonomics,3,36479878,https://en.wikipedia.org/?curid=36479878
wd:Q265799,Human genetics,4,1590357,https://en.wikipedia.org/?curid=1590357
wd:Q12831143,Human geography,3,13372,https://en.wikipedia.org/?curid=13372
wd:Q742609,Human nature,4,4744384,https://en.wikipedia.org/?curid=4744384
wd:Q1056396,Human resource management,4,1023078,https://en.wikipedia.org/?curid=1023078
wd:Q23364,Humanistic psychology,4,324180,https://en.wikipedia.org/?curid=324180
wd:Q80083,Humanities,1,53132,https://en.wikipedia.org/?curid=53132
wd:Q207434,Human–computer interaction,4,23534602,https://en.wikipedia.org/?curid=23534602
wd:Q1130265,Hydraulic engineering,4,521843,https://en.wikipedia.org/?curid=521843
wd:Q177784,Hydraulics,4,65424,https://en.wikipedia.org/?curid=65424
wd:Q43648,Hydrocarbon,4,13257,https://en.wikipedia.org/?curid=13257
wd:Q4138087,Hydrodynamic stability,4,21757046,https://en.wikipedia.org/?curid=21757046
wd:Q80638,Hydroelectricity,4,381399,https://en.wikipedia.org/?curid=381399
wd:Q11549077,Hydrogen fuel,4,1055835,https://en.wikipedia.org/?curid=1055835
wd:Q214166,Hydrogenation,4,235968,https://en.wikipedia.org/?curid=235968
wd:Q179509,Hydrogeology,4,434326,https://en.wikipedia.org/?curid=434326
wd:Q42250,Hydrology,3,13435,https://en.wikipedia.org/?curid=13435
wd:Q191667,Hydroponics,4,14133,https://en.wikipedia.org/?curid=14133
wd:Q170196,Hydropower,3,14073,https://en.wikipedia.org/?curid=14073
wd:Q162297,Hygiene,4,147020,https://en.wikipedia.org/?curid=147020
wd:Q5973191,IP routing,4,27385819,https://en.wikipedia.org/?curid=27385819
wd:Q60242,Ichthyology,4,42405,https://en.wikipedia.org/?curid=42405
wd:Q853614,Identifier,4,41250,https://en.wikipedia.org/?curid=41250
wd:Q254474,Identity (philosophy),4,89532,https://en.wikipedia.org/?curid=89532
wd:Q977772,Identity management,4,927507,https://en.wikipedia.org/?curid=927507
wd:Q2914650,Identity politics,4,313075,https://en.wikipedia.org/?curid=313075
wd:Q7257,Ideology,3,75469,https://en.wikipedia.org/?curid=75469
wd:Q1059,Immune system,4,14958,https://en.wikipedia.org/?curid=14958
wd:Q101929,Immunology,3,14959,https://en.wikipedia.org/?curid=14959
wd:Q17147159,Imperative logic,4,8837457,https://en.wikipedia.org/?curid=8837457
wd:Q275596,Imperative programming,4,197847,https://en.wikipedia.org/?curid=197847
wd:Q7216430,Impurity,4,2061993,https://en.wikipedia.org/?curid=2061993
wd:Q1651597,Indian religions,4,14605,https://en.wikipedia.org/?curid=14605
wd:Q905504,Indoor air quality,4,219736,https://en.wikipedia.org/?curid=219736
wd:Q2045692,Industrial and organizational psychology,4,15450,https://en.wikipedia.org/?curid=15450
wd:Q18351432,Industrial and production engineering,2,43282531,https://en.wikipedia.org/?curid=43282531
wd:Q4489420,Industrial engineering,3,23535218,https://en.wikipedia.org/?curid=23535218
wd:Q1411783,Industrial organization,4,51249,https://en.wikipedia.org/?curid=51249
wd:Q1408286,Industrial processes,3,659359,https://en.wikipedia.org/?curid=659359
wd:Q1302156,Industrial sociology,4,40272,https://en.wikipedia.org/?curid=40272
wd:Q166231,Infection,3,37220,https://en.wikipedia.org/?curid=37220
wd:Q6029713,Infinitary logic,4,630478,https://en.wikipedia.org/?curid=630478
wd:Q1506807,Informal logic,3,14122398,https://en.wikipedia.org/?curid=14122398
wd:Q1394203,Information economics,4,1409855,https://en.wikipedia.org/?curid=1409855
wd:Q1254373,Information engineering (field),2,58644759,https://en.wikipedia.org/?curid=58644759
wd:Q189900,Information security,4,15036,https://en.wikipedia.org/?curid=15036
wd:Q131222,Information theory,3,14773,https://en.wikipedia.org/?curid=14773
wd:Q11388,Infrared,4,15022,https://en.wikipedia.org/?curid=15022
wd:Q174165,Innovation,4,118450,https://en.wikipedia.org/?curid=118450
wd:Q11165,Inorganic chemistry,3,14624,https://en.wikipedia.org/?curid=14624
wd:Q219320,Input/output,4,22393474,https://en.wikipedia.org/?curid=22393474
wd:Q3623716,Inquiry-based learning,4,10129706,https://en.wikipedia.org/?curid=10129706
wd:Q4530315,Insect ecology,4,15367337,https://en.wikipedia.org/?curid=15367337
wd:Q1351959,Insect farming,4,25174978,https://en.wikipedia.org/?curid=25174978
wd:Q178706,Institution,4,294833,https://en.wikipedia.org/?curid=294833
wd:Q1118654,Institutional economics,4,859910,https://en.wikipedia.org/?curid=859910
wd:Q16252774,Institutional theory,4,2582114,https://en.wikipedia.org/?curid=2582114
wd:Q667602,Instrumental chemistry,4,26219128,https://en.wikipedia.org/?curid=26219128
wd:Q679690,Intensive care medicine,3,299014,https://en.wikipedia.org/?curid=299014
wd:Q909495,Interface and colloid science,4,13651338,https://en.wikipedia.org/?curid=13651338
wd:Q850283,Interferometry,4,166689,https://en.wikipedia.org/?curid=166689
wd:Q179232,Interior design,3,573174,https://en.wikipedia.org/?curid=573174
wd:Q5361594,Intermediate logic,4,769022,https://en.wikipedia.org/?curid=769022
wd:Q12757,Internal combustion engine,4,41228673,https://en.wikipedia.org/?curid=41228673
wd:Q11180,Internal medicine,3,205264,https://en.wikipedia.org/?curid=205264
wd:Q162324,International Style,4,314881,https://en.wikipedia.org/?curid=314881
wd:Q2477868,International development,4,385745,https://en.wikipedia.org/?curid=385745
wd:Q47417,International economics,4,1700209,https://en.wikipedia.org/?curid=1700209
wd:Q4394526,International law,4,8195726,https://en.wikipedia.org/?curid=8195726
wd:Q166542,International relations,4,82533,https://en.wikipedia.org/?curid=82533
wd:Q75,Internet,4,14539,https://en.wikipedia.org/?curid=14539
wd:Q6056000,Internet linguistics,4,13458509,https://en.wikipedia.org/?curid=13458509
wd:Q81414,Internet protocol suite,4,15476,https://en.wikipedia.org/?curid=15476
wd:Q899137,Interpretations of quantum mechanics,4,54738,https://en.wikipedia.org/?curid=54738
wd:Q183065,Interpreter (computing),4,59868,https://en.wikipedia.org/?curid=59868
wd:Q176786,Intuitionistic logic,4,169262,https://en.wikipedia.org/?curid=169262
wd:Q12579633,Invention,4,44312,https://en.wikipedia.org/?curid=44312
wd:Q14864997,Investment management,4,1557851,https://en.wikipedia.org/?curid=1557851
wd:Q1463386,Iranian religions,4,952063,https://en.wikipedia.org/?curid=952063
wd:Q11764,Iron Age,4,14711,https://en.wikipedia.org/?curid=14711
wd:Q58721,Irreligion,4,323777,https://en.wikipedia.org/?curid=323777
wd:Q212940,Islamic architecture,4,276104,https://en.wikipedia.org/?curid=276104
wd:Q105985,Judiciary,4,59564,https://en.wikipedia.org/?curid=59564
wd:Q13189320,Justice,4,16369,https://en.wikipedia.org/?curid=16369
wd:Q145874,Justification (epistemology),4,30248,https://en.wikipedia.org/?curid=30248
wd:Q620622,Kernel method,4,3424576,https://en.wikipedia.org/?curid=3424576
wd:Q83937,Keynesian economics,4,17326,https://en.wikipedia.org/?curid=17326
wd:Q3647098,Kinesthetic learning,4,1095131,https://en.wikipedia.org/?curid=1095131
wd:Q9081,Knowledge,4,243391,https://en.wikipedia.org/?curid=243391
wd:Q33002955,Knowledge graph,4,64418530,https://en.wikipedia.org/?curid=64418530
wd:Q192060,Knowledge management,4,72896,https://en.wikipedia.org/?curid=72896
wd:Q3478658,Knowledge representation and reasoning,4,16920,https://en.wikipedia.org/?curid=16920
wd:Q1456811,Kolmogorov complexity,4,1635,https://en.wikipedia.org/?curid=1635
wd:Q28161,Labour economics,4,18178,https://en.wikipedia.org/?curid=18178
wd:Q738011,Landscape ecology,4,252582,https://en.wikipedia.org/?curid=252582
wd:Q315,Language,3,17524,https://en.wikipedia.org/?curid=17524
wd:Q4536542,Language assessment,4,16801992,https://en.wikipedia.org/?curid=16801992
wd:Q2330667,Language development,4,2383086,https://en.wikipedia.org/?curid=2383086
wd:Q1133221,Language documentation,4,4380142,https://en.wikipedia.org/?curid=4380142
wd:Q1455196,Language education,4,186467,https://en.wikipedia.org/?curid=186467
wd:Q371231,Language geography,4,7464454,https://en.wikipedia.org/?curid=7464454
wd:Q334451,Language policy,4,373867,https://en.wikipedia.org/?curid=373867
wd:Q844244,Language revitalization,4,577320,https://en.wikipedia.org/?curid=577320
wd:Q115305900,Large language model,4,73248112,https://en.wikipedia.org/?curid=73248112
wd:Q38867,Laser,4,17556,https://en.wikipedia.org/?curid=17556
wd:Q593053,Laser cutting,4,531911,https://en.wikipedia.org/?curid=531911
wd:Q212976,Late Middle Ages,4,2287895,https://en.wikipedia.org/?curid=2287895
wd:Q6495391,Late modern period,4,23801631,https://en.wikipedia.org/?curid=23801631
wd:Q7748,Law,2,18949668,https://en.wikipedia.org/?curid=18949668
wd:Q44554,Law enforcement,3,18486,https://en.wikipedia.org/?curid=18486
wd:Q1820313,Learning by teaching,4,1745942,https://en.wikipedia.org/?curid=1745942
wd:Q25143906,Learning space,4,50129966,https://en.wikipedia.org/?curid=50129966
wd:Q1820370,Learning styles,4,1005416,https://en.wikipedia.org/?curid=1005416
wd:Q1790374,Learning theory (education),3,17994,https://en.wikipedia.org/?curid=17994
wd:Q11204,Legislature,4,44421,https://en.wikipedia.org/?curid=44421
wd:Q180910,Leisure,4,17503,https://en.wikipedia.org/?curid=17503
wd:Q3226977,Lexis (linguistics),4,3136742,https://en.wikipedia.org/?curid=3136742
wd:Q6216,Liberalism,4,19280734,https://en.wikipedia.org/?curid=19280734
wd:Q178598,Libertarianism,4,3225498,https://en.wikipedia.org/?curid=3225498
wd:Q2979,Liberty,4,936385,https://en.wikipedia.org/?curid=936385
wd:Q664495,Lie algebra,4,17944,https://en.wikipedia.org/?curid=17944
wd:Q862876,Light-dependent reactions,4,23982752,https://en.wikipedia.org/?curid=23982752
wd:Q165838,Limnology,4,145243,https://en.wikipedia.org/?curid=145243
wd:Q82571,Linear algebra,4,18422,https://en.wikipedia.org/?curid=18422
wd:Q772835,Linguistic anthropology,3,166208,https://en.wikipedia.org/?curid=166208
wd:Q777864,Linguistic description,3,55402,https://en.wikipedia.org/?curid=55402
wd:Q179677,Linguistic relativity,4,26915,https://en.wikipedia.org/?curid=26915
wd:Q192625,Linguistic typology,4,48854,https://en.wikipedia.org/?curid=48854
wd:Q8162,Linguistics,2,22760983,https://en.wikipedia.org/?curid=22760983
wd:Q11367,Lipid,4,17940,https://en.wikipedia.org/?curid=17940
wd:Q2792936,Lipid metabolism,4,5988464,https://en.wikipedia.org/?curid=5988464
wd:Q203989,Liquid crystal,4,17973,https://en.wikipedia.org/?curid=17973
wd:Q61019077,List of areas of law,3,3381901,https://en.wikipedia.org/?curid=3381901
wd:Q3083584,List of literary movements,4,1588815,https://en.wikipedia.org/?curid=1588815
wd:Q273008,List of trigonometric identities,4,25804104,https://en.wikipedia.org/?curid=25804104
wd:Q13019738,Lists of writers,4,64067,https://en.wikipedia.org/?curid=64067
wd:Q58854,Literary criticism,3,51123,https://en.wikipedia.org/?curid=51123
wd:Q223393,Literary genre,3,455547,https://en.wikipedia.org/?curid=455547
wd:Q459381,Literary theory,4,51119,https://en.wikipedia.org/?curid=51119
wd:Q8242,Literature,2,18963870,https://en.wikipedia.org/?curid=18963870
wd:Q929737,Liver disease,4,865271,https://en.wikipedia.org/?curid=865271
wd:Q11381,Local area network,4,17739,https://en.wikipedia.org/?curid=17739
wd:Q8078,Logic,2,46426065,https://en.wikipedia.org/?curid=46426065
wd:Q177777,Logistics,4,77547,https://en.wikipedia.org/?curid=77547
wd:Q201989,Lyme disease,4,244113,https://en.wikipedia.org/?curid=244113
wd:Q208414,Lymphoma,4,71422,https://en.wikipedia.org/?curid=71422
wd:Q175561,MEMS,4,19638,https://en.wikipedia.org/?curid=19638
wd:Q2539,Machine learning,3,233488,https://en.wikipedia.org/?curid=233488
wd:Q19768,Machine tool,4,191490,https://en.wikipedia.org/?curid=191490
wd:Q39680,Macroeconomics,3,18820,https://en.wikipedia.org/?curid=18820
wd:Q178593,Macromolecule,4,106231,https://en.wikipedia.org/?curid=106231
wd:Q2744368,Magneto-optic effect,4,41343,https://en.wikipedia.org/?curid=41343
wd:Q906226,Magnetochemistry,4,30897833,https://en.wikipedia.org/?curid=30897833
wd:Q6915,Magnetosphere,4,20479,https://en.wikipedia.org/?curid=20479
wd:Q665093,Magnetostatics,4,1509289,https://en.wikipedia.org/?curid=1509289
wd:Q6957341,Major religious groups,3,348450,https://en.wikipedia.org/?curid=348450
wd:Q1327574,Majoritarianism,4,617451,https://en.wikipedia.org/?curid=617451
wd:Q190993,Malacology,4,353091,https://en.wikipedia.org/?curid=353091
wd:Q183904,Mammalogy,4,438758,https://en.wikipedia.org/?curid=438758
wd:Q2990807,Management accounting,4,42272,https://en.wikipedia.org/?curid=42272
wd:Q3297447,Managerial economics,4,523104,https://en.wikipedia.org/?curid=523104
wd:Q203920,Manifold,4,2073470,https://en.wikipedia.org/?curid=2073470
wd:Q11049265,Manufacturing engineering,3,11200529,https://en.wikipedia.org/?curid=11200529
wd:Q185502,Many-valued logic,4,38024,https://en.wikipedia.org/?curid=38024
wd:Q7173,Marine biology,3,20021,https://en.wikipedia.org/?curid=20021
wd:Q7076133,Marine chemistry,4,23423919,https://en.wikipedia.org/?curid=23423919
wd:Q118291,Marine engineering,3,3552729,https://en.wikipedia.org/?curid=3552729
wd:Q1050578,Marine geology,4,1819715,https://en.wikipedia.org/?curid=1819715
wd:Q11482290,Marine propulsion,4,8379893,https://en.wikipedia.org/?curid=8379893
wd:Q155930,Maritime transport,4,28769,https://en.wikipedia.org/?curid=28769
wd:Q37654,Market (economics),4,3736784,https://en.wikipedia.org/?curid=3736784
wd:Q39809,Marketing,3,59252,https://en.wikipedia.org/?curid=59252
wd:Q1143466,Marketing management,4,241637,https://en.wikipedia.org/?curid=241637
wd:Q854537,Marxian economics,4,42824033,https://en.wikipedia.org/?curid=42824033
wd:Q7264,Marxism,4,1904053,https://en.wikipedia.org/?curid=1904053
wd:Q853710,Mass communication,3,1605735,https://en.wikipedia.org/?curid=1605735
wd:Q11033,Mass media,4,19641,https://en.wikipedia.org/?curid=19641
wd:Q215768,Mass production,4,63137,https://en.wikipedia.org/?curid=63137
wd:Q180809,Mass spectrometry,4,283810,https://en.wikipedia.org/?curid=283810
wd:Q909534,Mass transfer,4,20437,https://en.wikipedia.org/?curid=20437
wd:Q967853,Massive open online course,4,32362461,https://en.wikipedia.org/?curid=32362461
wd:Q228736,Materials science,3,19622,https://en.wikipedia.org/?curid=19622
wd:Q7754,Mathematical analysis,3,48396,https://en.wikipedia.org/?curid=48396
wd:Q751611,Mathematical and theoretical biology,3,662088,https://en.wikipedia.org/?curid=662088
wd:Q2556886,Mathematical chemistry,4,1570072,https://en.wikipedia.org/?curid=1570072
wd:Q747534,Mathematical economics,4,18967255,https://en.wikipedia.org/?curid=18967255
wd:Q606855,Mathematical formulation of quantum mechanics,4,20728,https://en.wikipedia.org/?curid=20728
wd:Q1166618,Mathematical logic,3,19636,https://en.wikipedia.org/?curid=19636
wd:Q141495,Mathematical optimization,3,52033,https://en.wikipedia.org/?curid=52033
wd:Q1908389,Mathematical psychology,4,2081516,https://en.wikipedia.org/?curid=2081516
wd:Q745328,Mathematical statistics,4,888711,https://en.wikipedia.org/?curid=888711
wd:Q395,Mathematics,2,18831,https://en.wikipedia.org/?curid=18831
wd:Q3535118,Mathematics and architecture,4,279293,https://en.wikipedia.org/?curid=279293
wd:Q16877777,Meaning (philosophy),4,4102640,https://en.wikipedia.org/?curid=4102640
wd:Q192276,Measure (mathematics),4,19873,https://en.wikipedia.org/?curid=19873
wd:Q11828861,Meat industry,4,1922978,https://en.wikipedia.org/?curid=1922978
wd:Q101333,Mechanical engineering,2,19528,https://en.wikipedia.org/?curid=19528
wd:Q41217,Mechanics,3,19559,https://en.wikipedia.org/?curid=19559
wd:Q180165,Mechatronics,3,304604,https://en.wikipedia.org/?curid=304604
wd:Q6806550,Medical image computing,4,35201519,https://en.wikipedia.org/?curid=35201519
wd:Q1916597,Medical psychology,4,20357,https://en.wikipedia.org/?curid=20357
wd:Q243455,Medicinal chemistry,4,938177,https://en.wikipedia.org/?curid=938177
wd:Q471822,Megalopolis,4,5688834,https://en.wikipedia.org/?curid=5688834
wd:Q2308807,Memory management,4,66924,https://en.wikipedia.org/?curid=66924
wd:Q1423698,Mesoeconomics,3,3355693,https://en.wikipedia.org/?curid=3355693
wd:Q2351083,Metabolic disorder,4,2280325,https://en.wikipedia.org/?curid=2280325
wd:Q1057,Metabolism,4,20374,https://en.wikipedia.org/?curid=20374
wd:Q56003,Metaethics,4,18917,https://en.wikipedia.org/?curid=18917
wd:Q1385229,Metaheuristic,4,774458,https://en.wikipedia.org/?curid=774458
wd:Q11467,Metallurgy,4,19722,https://en.wikipedia.org/?curid=19722
wd:Q1366730,Metalogic,4,387934,https://en.wikipedia.org/?curid=387934
wd:Q953045,Metalworking,4,266443,https://en.wikipedia.org/?curid=266443
wd:Q497166,Metamaterial,4,906878,https://en.wikipedia.org/?curid=906878
wd:Q903508,Metamathematics,4,183508,https://en.wikipedia.org/?curid=183508
wd:Q596284,Metaphilosophy,3,18887,https://en.wikipedia.org/?curid=18887
wd:Q35277,Metaphysics,3,18895,https://en.wikipedia.org/?curid=18895
wd:Q25261,Meteorology,4,19904,https://en.wikipedia.org/?curid=19904
wd:Q185698,Methodology,3,620667,https://en.wikipedia.org/?curid=620667
wd:Q518328,Methylation,4,89188,https://en.wikipedia.org/?curid=89188
wd:Q259864,Microarchitecture,4,1410175,https://en.wikipedia.org/?curid=1410175
wd:Q3054637,Microbial ecology,4,1057083,https://en.wikipedia.org/?curid=1057083
wd:Q3634109,Microbial genetics,4,5762008,https://en.wikipedia.org/?curid=5762008
